question,option0,option1,option2,option3,correctAnswer,level,audio
මෙම සංගීත භාණ්ඩ සෑදීමේදී ලී භාවිතා නොකරන කුමන සංගීත භාණ්ඩද?,හොරණෑව,උඩැක්කිය,සර්පිනාව,වියෝලය,0,2,
මේ අතරින් කාලය විසින් සීමා නොකළ ක්‍රීඩාව කුමක්ද?,නෙට්බෝල්,වොලිබෝල්,පැසිපන්දු,රග්බි,1,3,
"පහත සඳහන් අවස්ථා අතුරින්, පිහි තලයක් මුවහත් කිරීමේදී සම්ප්‍රදායික ""ගිනි ගල"" භාවිතා නොකරන අවස්ථා මොනවාද?","""නියන්තලය""","""විදුම් කටුව""","""තහඩු කතුරු""","""ඇත් කියත""",3,4,
මේ අතරින් ශ්‍රී ලංකාවට ආවේණික පක්ෂියා කවුද?,ගල්පාඬියා,කැහිබෙල්ලා,කටකළුවා,හීන් හම්බාවා,1,5,
"IP ලිපිනය යනු ජාලයක් තුළ ඇති පරිගණක හා සම්බන්ධ අංකයකි. මෙන්න, IP ලිපිනයේ ""IP"" යන්නෙන් අදහස් කරන්නේ කුමක්ද?",Internet Provider,Internet Protocol,Internet Processor,Internet Procedure,1,6,
"අනෙක් පැති දෙක පිළිවෙලින් 20 cm සහ 15 cm වේ නම්, ත්‍රිකෝණයක පැත්තක දුර කුමක් විය නොහැකිද?",12,18,20,38,3,7,
මේ අතරින් මහද්වීප එකකට වඩා අයත් නොවන රට කුමක්ද?,ඊජිප්තුව,ඉරානය,තුර්කිය,රුසියාව,1,8,
පෞරාණික බිතුසිතුවම් පින්තාරු කිරීමේදී භාවිතා නොකරන මල් මොනවාද?,කුන්දිරක්කන්,පරසතු,මහරි,කඩුපුල්,0,9,
මහින්ද රාජපක්ෂ ගැන වැරදි ප්‍රකාශය කුමක්ද?,ඔහු 1970 දී ලාබාලතම පාර්ලිමේන්තු මන්ත්‍රීවරයා බවට පත්විය,ඔහු 1994 දී ධීවර අමාත්‍යවරයා බවට පත් විය,ඔහුගේ පළමු රැකියාව වූයේ පුස්තකාල සහායකයකු ලෙසය,ඔහු 1977 දී නීතිඥයෙකු ලෙස දිවුරුම් දුන්නේය,1,10,
"එක් අයෙක් ලකුණු 99කට දැවී ගියහොත්, ඔවුන් ලකුණු කරනු ඇත්තේ:",ශතකය,අර්ධ ශතකය,ද්විත්ව ශතකය,ත්රිත්ව ශතකය,1,1,
විනිවිද පෙනෙන පොලිතීන් වලින් ආවරණය කර ඇති ශාකයක ශාඛාව සෘජු හිරු එළිය යටතේ තබා ඇත්නම් නිරීක්ෂණය කළ හැක්කේ කුමක්ද?,එම හිරු එළිය ප්‍රභාසංශ්ලේෂණය සඳහා අවශ්‍ය වේ,එම ශාක ඔක්සිජන් විමෝචනය කරයි,එම ශාක පත්‍ර ජල වාෂ්ප නිකුත් කරයි,එම ශාක මුහුන් වල ක්ලෝරෝෆිල් අඩංගු වේ,2,2,
ගොවිපලක සතුන් තිදෙනෙකු හැර සෙසු සියල්ල බැටළුවන් ය. හතර දෙනා හැර ඉතිරිය එළුවන් ය. මේ අතරින් මේ එක අශ්වයෙක් නම් ගොවිපළේ එළුවන් කී දෙනෙක් ඉන්නවද?,1,2,3,4,1,3,
මහවැලි ගඟ මුහුදට වැටෙන්නේ කොහෙන්ද?,මහා තිත්ත,කාල තිත්ත,ගොඩවාය,ගෝඛන්න,3,4,
නවතින්න මාලිගාවේ - සීදේවි නෑ මගේ. කවුද කාටද මේක කිව්වේ?,වෙස්සන්තර රජු මන්ද්‍රි දේවියට,සිද්ධාර්ථ කුමාරයා යශෝධරාවට,සාලිය විසින් අශෝකමාලාට,දස්කොන් ප්‍රමිලාට,0,5,
ගල් අඟුරු භාවිතයෙන් විදුලිය නිපදවන එකම ශ්‍රී ලංකාවේ බලාගාරය කුමක්ද?,යුගදනාවි විදුලි බලාගාරය,ලක්විජය විදුලි බලාගාරය,ලක්ධනාවි විදුලි බලාගාරය,කැලණිතිස්ස බලාගාරය,0,6,
රජවරුන් සහ ඔවුන්ගේ උපභාර්යාවන් යුගල කිරීම සම්බන්ධයෙන් මේ අතරින් එකිනෙකා සමඟ නොගැලපෙන කුමක්ද?,මහා පරාක්‍රමබාහු රජු - සුගලා බිසව,වළගම්බා රජු - අනුලා බිසව,විජයබාහු රජු - තිලෝකසුන්දරී බිසව,විමලධර්මසූරිය රජු - කුසුමාසන දේවී,0,7,
මේ අතරින් මිථ්‍යා සත්වයෙක් නොවන්නේ කුමක්ද?,කඟවේනා,බිං ඌරා,ගිණි මකරා,දිය කිඳුරා,1,1,
"සාම්ප්‍රදායික ""තෙරවිලි"" සාහිත්‍යයට අනුව ""ලැජ්ජාවතී"" කවුද?",කුප්පමේනියා,නිදිකුම්බා,කරපිංචා,ගොටු කොල,1,2,
මේ අතරින් පළමු පන්තියේ ලීවරයක් සඳහා උදාහරණයක් නොවන්නේ කුමක්ද?,සී-සෝව,කතුර,අඬුව,බිලී පිත්ත,3,3,
නරියෙකු හා කිකිළියක් අතර සිදු වූ විවාහයක් පදනම් කර ගන්නේ කවරක ද?,හීන් සැරය,මඟුල් කෑම,හත් පන,නරි බෑනා,1,4,
"මෙහි ""සාරයියා"" යනු කවුද?",ඩී. ආර්. නානායකර,ගාමිනි ෆොන්සේකා,ජෝ අබේවික්රම,ටෝනි රණසිංහ,2,5,9_64_13.mp3
අම්බුළුවාව පිහිටා ඇත්තේ කුමන දිස්ත්‍රික්කයේද?,කෑගල්ල දිස්ත්‍රික්කය,නුවරඑළිය දිස්ත්‍රික්කය,මහනුවර දිස්ත්රික්කය,මාතලේ දිස්ත්රික්කය,2,6,
කවියන්ට අනුව හපුතලේ කන්ද දුටු පමණින් බඩ රිදෙන්නට පටන් ගන්නේ කාගේද?,කම්මල්කරුවන්,කරත්තකරුවන්,පතල් කම්කරුවන්,කුඹල්කරුවන්,1,1,
සී.අයි.ඩී. යොමු කරන්නේ:,අපරාධ පරීක්ෂණ දෙපාර්තමේන්තුව,රාජ්ය බුද්ධි සේවය,විශේෂ කාර්ය සාධක බලකාය,අපරාධ අංශය,0,2,
මහ හයිදය හි සඳහන් වන්නේ:,කුරුල්ලෙක්,මාළුවෙක්,සමනලයෙක්,ශාකයක්,3,3,
මින් කුමන රාජ්‍ය විශ්වවිද්‍යාල තුළද කෙනෙකුට එහි පරිශ්‍රය තුළ දුම්රිය ස්ථානයක් දැකිය හැකිද?,පේරාදෙණිය විශ්වවිද්‍යාලය,කොළඹ විශ්ව විද්යාලය,ඌව වෙල්ලස්ස විශ්වවිද්‍යාලය,සබරගමුව විශ්වවිද්‍යාලය,0,4,
"""අව්වේ තියෙන රැස් මාලා අඩු වේවා - ගව්වෙන් ගව්ව දිව මාලිග සෑදේවා"". මේ සිංහල උපුටනයේ සඳහන් පරිදි ප්‍රාර්ථනා කරන්නේ කවුද?",කිසා ගෝතමී,යශෝධරා,මන්ද්‍රි දේවි,සීතා,1,5,
